Experiment,Load_Factor,Algorithm,Drop_Rate,Avg_Latency_us,P99_Latency_us,Retries,Delivered,Buffer_Size,Raw_Latency_us
CDF_Raw,,ECMP,,,,,,,394.1360000000014
CDF_Raw,,ECMP,,,,,,,394.3280000000007
CDF_Raw,,ECMP,,,,,,,394.4560000000007
CDF_Raw,,ECMP,,,,,,,394.58400000000074
CDF_Raw,,ECMP,,,,,,,394.7120000000007
CDF_Raw,,ECMP,,,,,,,395.552000000001
CDF_Raw,,ECMP,,,,,,,395.68000000000103
CDF_Raw,,ECMP,,,,,,,395.808000000001
CDF_Raw,,ECMP,,,,,,,395.936000000001
CDF_Raw,,ECMP,,,,,,,396.06400000000104
CDF_Raw,,ECMP,,,,,,,396.12000000000086
CDF_Raw,,ECMP,,,,,,,396.1680000000008
CDF_Raw,,ECMP,,,,,,,396.19200000000103
CDF_Raw,,ECMP,,,,,,,396.24800000000084
CDF_Raw,,ECMP,,,,,,,396.3200000000011
CDF_Raw,,ECMP,,,,,,,396.44800000000106
CDF_Raw,,ECMP,,,,,,,396.5760000000011
CDF_Raw,,ECMP,,,,,,,396.7040000000011
CDF_Raw,,ECMP,,,,,,,396.8320000000011
CDF_Raw,,ECMP,,,,,,,396.9600000000011
CDF_Raw,,ECMP,,,,,,,397.0880000000011
CDF_Raw,,ECMP,,,,,,,397.21600000000115
CDF_Raw,,ECMP,,,,,,,397.34400000000113
CDF_Raw,,ECMP,,,,,,,397.4720000000011
CDF_Raw,,ECMP,,,,,,,399.2400000000013
CDF_Raw,,ECMP,,,,,,,399.36800000000136
CDF_Raw,,ECMP,,,,,,,399.49600000000135
CDF_Raw,,ECMP,,,,,,,399.6240000000014
CDF_Raw,,ECMP,,,,,,,399.7520000000014
CDF_Raw,,ECMP,,,,,,,399.88000000000136
CDF_Raw,,ECMP,,,,,,,400.0080000000014
CDF_Raw,,ECMP,,,,,,,400.1360000000014
CDF_Raw,,ECMP,,,,,,,400.26400000000143
CDF_Raw,,ECMP,,,,,,,400.3920000000014
CDF_Raw,,ECMP,,,,,,,400.5200000000014
CDF_Raw,,ECMP,,,,,,,400.8320000000009
CDF_Raw,,ECMP,,,,,,,400.96000000000095
CDF_Raw,,ECMP,,,,,,,401.08800000000093
CDF_Raw,,ECMP,,,,,,,401.216000000001
CDF_Raw,,ECMP,,,,,,,401.296000000001
CDF_Raw,,ECMP,,,,,,,401.34400000000096
CDF_Raw,,ECMP,,,,,,,401.424000000001
CDF_Raw,,ECMP,,,,,,,401.47200000000095
CDF_Raw,,ECMP,,,,,,,401.55200000000104
CDF_Raw,,ECMP,,,,,,,401.600000000001
CDF_Raw,,ECMP,,,,,,,401.68000000000103
CDF_Raw,,ECMP,,,,,,,401.728000000001
CDF_Raw,,ECMP,,,,,,,401.856000000001
CDF_Raw,,ECMP,,,,,,,401.984000000001
CDF_Raw,,ECMP,,,,,,,402.11200000000105
CDF_Raw,,ECMP,,,,,,,402.24000000000103
CDF_Raw,,ECMP,,,,,,,402.368000000001
CDF_Raw,,ECMP,,,,,,,402.49600000000106
CDF_Raw,,ECMP,,,,,,,402.62400000000105
CDF_Raw,,ECMP,,,,,,,402.7520000000011
CDF_Raw,,ECMP,,,,,,,402.8800000000011
CDF_Raw,,ECMP,,,,,,,402.88800000000094
CDF_Raw,,ECMP,,,,,,,403.00800000000106
CDF_Raw,,ECMP,,,,,,,403.01600000000093
CDF_Raw,,ECMP,,,,,,,403.1360000000011
CDF_Raw,,ECMP,,,,,,,403.144000000001
CDF_Raw,,ECMP,,,,,,,403.2640000000011
CDF_Raw,,ECMP,,,,,,,403.27200000000096
CDF_Raw,,ECMP,,,,,,,405.11200000000105
CDF_Raw,,ECMP,,,,,,,405.24000000000103
CDF_Raw,,ECMP,,,,,,,405.3680000000011
CDF_Raw,,ECMP,,,,,,,405.49600000000106
CDF_Raw,,ECMP,,,,,,,405.6240000000011
CDF_Raw,,ECMP,,,,,,,405.7520000000011
CDF_Raw,,ECMP,,,,,,,405.8800000000011
CDF_Raw,,ECMP,,,,,,,406.0080000000011
CDF_Raw,,ECMP,,,,,,,406.1360000000011
CDF_Raw,,ECMP,,,,,,,406.26400000000115
CDF_Raw,,ECMP,,,,,,,406.32800000000077
CDF_Raw,,ECMP,,,,,,,406.3760000000016
CDF_Raw,,ECMP,,,,,,,406.39200000000113
CDF_Raw,,ECMP,,,,,,,406.400000000001
CDF_Raw,,ECMP,,,,,,,406.4560000000008
CDF_Raw,,ECMP,,,,,,,406.50400000000167
CDF_Raw,,ECMP,,,,,,,406.5200000000011
CDF_Raw,,ECMP,,,,,,,406.528000000001
CDF_Raw,,ECMP,,,,,,,406.5840000000008
CDF_Raw,,ECMP,,,,,,,406.5840000000008
CDF_Raw,,ECMP,,,,,,,406.63200000000165
CDF_Raw,,ECMP,,,,,,,406.64800000000116
CDF_Raw,,ECMP,,,,,,,406.65600000000103
CDF_Raw,,ECMP,,,,,,,406.7120000000008
CDF_Raw,,ECMP,,,,,,,406.7600000000017
CDF_Raw,,ECMP,,,,,,,406.77600000000115
CDF_Raw,,ECMP,,,,,,,406.784000000001
CDF_Raw,,ECMP,,,,,,,406.8400000000008
CDF_Raw,,ECMP,,,,,,,406.8880000000017
CDF_Raw,,ECMP,,,,,,,406.9040000000012
CDF_Raw,,ECMP,,,,,,,406.912000000001
CDF_Raw,,ECMP,,,,,,,406.9680000000008
CDF_Raw,,ECMP,,,,,,,407.01600000000167
CDF_Raw,,ECMP,,,,,,,407.0320000000012
CDF_Raw,,ECMP,,,,,,,407.04000000000104
CDF_Raw,,ECMP,,,,,,,407.09600000000086
CDF_Raw,,ECMP,,,,,,,407.1440000000017
CDF_Raw,,ECMP,,,,,,,407.16800000000103
CDF_Raw,,ECMP,,,,,,,407.2720000000017
CDF_Raw,,ECMP,,,,,,,407.2880000000012
CDF_Raw,,ECMP,,,,,,,407.2960000000011
CDF_Raw,,ECMP,,,,,,,407.40000000000174
CDF_Raw,,ECMP,,,,,,,407.4160000000012
CDF_Raw,,ECMP,,,,,,,407.42400000000106
CDF_Raw,,ECMP,,,,,,,407.5280000000017
CDF_Raw,,ECMP,,,,,,,407.54400000000123
CDF_Raw,,ECMP,,,,,,,407.5520000000011
CDF_Raw,,ECMP,,,,,,,407.6560000000017
CDF_Raw,,ECMP,,,,,,,407.6720000000012
CDF_Raw,,ECMP,,,,,,,407.78400000000175
CDF_Raw,,ECMP,,,,,,,407.80000000000126
CDF_Raw,,ECMP,,,,,,,407.91200000000174
CDF_Raw,,ECMP,,,,,,,408.0400000000018
CDF_Raw,,ECMP,,,,,,,408.16800000000177
CDF_Raw,,ECMP,,,,,,,408.2960000000018
CDF_Raw,,ECMP,,,,,,,408.76000000000096
CDF_Raw,,ECMP,,,,,,,408.88800000000094
CDF_Raw,,ECMP,,,,,,,409.016000000001
CDF_Raw,,ECMP,,,,,,,409.0400000000011
CDF_Raw,,ECMP,,,,,,,409.144000000001
CDF_Raw,,ECMP,,,,,,,409.1680000000011
CDF_Raw,,ECMP,,,,,,,409.272000000001
CDF_Raw,,ECMP,,,,,,,409.400000000001
CDF_Raw,,ECMP,,,,,,,409.52800000000104
CDF_Raw,,ECMP,,,,,,,409.65600000000103
CDF_Raw,,ECMP,,,,,,,409.784000000001
CDF_Raw,,ECMP,,,,,,,409.91200000000106
CDF_Raw,,ECMP,,,,,,,409.9840000000016
CDF_Raw,,ECMP,,,,,,,410.04000000000104
CDF_Raw,,ECMP,,,,,,,410.1040000000016
CDF_Raw,,ECMP,,,,,,,410.1120000000016
CDF_Raw,,ECMP,,,,,,,410.1680000000011
CDF_Raw,,ECMP,,,,,,,410.23200000000156
CDF_Raw,,ECMP,,,,,,,410.2960000000011
CDF_Raw,,ECMP,,,,,,,410.3600000000016
CDF_Raw,,ECMP,,,,,,,410.42400000000106
CDF_Raw,,ECMP,,,,,,,410.4880000000016
CDF_Raw,,ECMP,,,,,,,410.5520000000011
CDF_Raw,,ECMP,,,,,,,410.61600000000146
CDF_Raw,,ECMP,,,,,,,410.61600000000163
CDF_Raw,,ECMP,,,,,,,410.6800000000011
CDF_Raw,,ECMP,,,,,,,410.74400000000145
CDF_Raw,,ECMP,,,,,,,410.7440000000016
CDF_Raw,,ECMP,,,,,,,410.80800000000113
CDF_Raw,,ECMP,,,,,,,410.8720000000015
CDF_Raw,,ECMP,,,,,,,410.8720000000016
CDF_Raw,,ECMP,,,,,,,410.92800000000125
CDF_Raw,,ECMP,,,,,,,410.9360000000011
CDF_Raw,,ECMP,,,,,,,410.9360000000011
CDF_Raw,,ECMP,,,,,,,411.0000000000015
CDF_Raw,,ECMP,,,,,,,411.00000000000165
CDF_Raw,,ECMP,,,,,,,411.0560000000013
CDF_Raw,,ECMP,,,,,,,411.06400000000116
CDF_Raw,,ECMP,,,,,,,411.12800000000146
CDF_Raw,,ECMP,,,,,,,411.12800000000163
CDF_Raw,,ECMP,,,,,,,411.16800000000086
CDF_Raw,,ECMP,,,,,,,411.16800000000086
CDF_Raw,,ECMP,,,,,,,411.1840000000013
CDF_Raw,,ECMP,,,,,,,411.2560000000015
CDF_Raw,,ECMP,,,,,,,411.2560000000017
CDF_Raw,,ECMP,,,,,,,411.2960000000009
CDF_Raw,,ECMP,,,,,,,411.3120000000013
CDF_Raw,,ECMP,,,,,,,411.3840000000015
CDF_Raw,,ECMP,,,,,,,411.38400000000166
CDF_Raw,,ECMP,,,,,,,411.4240000000009
CDF_Raw,,ECMP,,,,,,,411.4400000000013
CDF_Raw,,ECMP,,,,,,,411.51200000000154
CDF_Raw,,ECMP,,,,,,,411.5120000000017
CDF_Raw,,ECMP,,,,,,,411.5680000000013
CDF_Raw,,ECMP,,,,,,,411.6400000000015
CDF_Raw,,ECMP,,,,,,,411.6400000000017
CDF_Raw,,ECMP,,,,,,,411.69600000000133
CDF_Raw,,ECMP,,,,,,,411.76800000000156
CDF_Raw,,ECMP,,,,,,,411.7680000000017
CDF_Raw,,ECMP,,,,,,,411.8240000000013
CDF_Raw,,ECMP,,,,,,,411.89600000000155
CDF_Raw,,ECMP,,,,,,,411.8960000000017
CDF_Raw,,ECMP,,,,,,,412.02400000000154
CDF_Raw,,ECMP,,,,,,,412.0240000000017
CDF_Raw,,ECMP,,,,,,,412.1520000000016
CDF_Raw,,ECMP,,,,,,,412.28000000000156
CDF_Raw,,ECMP,,,,,,,412.4080000000016
CDF_Raw,,ECMP,,,,,,,412.5360000000016
CDF_Raw,,ECMP,,,,,,,413.2400000000016
CDF_Raw,,ECMP,,,,,,,414.95200000000136
CDF_Raw,,ECMP,,,,,,,415.08000000000135
CDF_Raw,,ECMP,,,,,,,415.2080000000014
CDF_Raw,,ECMP,,,,,,,415.7360000000014
CDF_Raw,,ECMP,,,,,,,415.8640000000014
CDF_Raw,,ECMP,,,,,,,415.99200000000144
CDF_Raw,,ECMP,,,,,,,416.1200000000014
CDF_Raw,,ECMP,,,,,,,416.21600000000154
CDF_Raw,,ECMP,,,,,,,416.2480000000014
CDF_Raw,,ECMP,,,,,,,416.34400000000153
CDF_Raw,,ECMP,,,,,,,416.36800000000164
CDF_Raw,,ECMP,,,,,,,416.37600000000145
CDF_Raw,,ECMP,,,,,,,416.4720000000016
CDF_Raw,,ECMP,,,,,,,416.50400000000144
CDF_Raw,,ECMP,,,,,,,416.60000000000156
CDF_Raw,,ECMP,,,,,,,416.6320000000015
CDF_Raw,,ECMP,,,,,,,416.72800000000154
CDF_Raw,,ECMP,,,,,,,416.76000000000147
CDF_Raw,,ECMP,,,,,,,416.8560000000016
CDF_Raw,,ECMP,,,,,,,416.8880000000015
CDF_Raw,,ECMP,,,,,,,416.9840000000016
CDF_Raw,,ECMP,,,,,,,417.0160000000015
CDF_Raw,,ECMP,,,,,,,417.1120000000016
CDF_Raw,,ECMP,,,,,,,417.1440000000015
CDF_Raw,,ECMP,,,,,,,417.2400000000016
CDF_Raw,,ECMP,,,,,,,417.2720000000015
CDF_Raw,,ECMP,,,,,,,417.36800000000164
CDF_Raw,,ECMP,,,,,,,417.4000000000015
CDF_Raw,,ECMP,,,,,,,417.49600000000163
CDF_Raw,,ECMP,,,,,,,417.6240000000016
CDF_Raw,,ECMP,,,,,,,417.75200000000166
CDF_Raw,,ECMP,,,,,,,417.88000000000164
CDF_Raw,,ECMP,,,,,,,418.0080000000017
CDF_Raw,,ECMP,,,,,,,418.1360000000017
CDF_Raw,,ECMP,,,,,,,419.4960000000017
CDF_Raw,,ECMP,,,,,,,419.6240000000017
CDF_Raw,,ECMP,,,,,,,419.8400000000011
CDF_Raw,,ECMP,,,,,,,419.96800000000115
CDF_Raw,,ECMP,,,,,,,420.09600000000114
CDF_Raw,,ECMP,,,,,,,420.2240000000012
CDF_Raw,,ECMP,,,,,,,420.35200000000117
CDF_Raw,,ECMP,,,,,,,420.48000000000116
CDF_Raw,,ECMP,,,,,,,420.6080000000012
CDF_Raw,,ECMP,,,,,,,420.7360000000012
CDF_Raw,,ECMP,,,,,,,420.8640000000012
CDF_Raw,,ECMP,,,,,,,420.9920000000012
CDF_Raw,,ECMP,,,,,,,421.1200000000012
CDF_Raw,,ECMP,,,,,,,421.24800000000124
CDF_Raw,,ECMP,,,,,,,421.3760000000012
CDF_Raw,,ECMP,,,,,,,421.50400000000127
CDF_Raw,,ECMP,,,,,,,421.5840000000009
CDF_Raw,,ECMP,,,,,,,421.63200000000126
CDF_Raw,,ECMP,,,,,,,421.7120000000009
CDF_Raw,,ECMP,,,,,,,421.7600000000013
CDF_Raw,,ECMP,,,,,,,421.8400000000009
CDF_Raw,,ECMP,,,,,,,421.9680000000009
CDF_Raw,,ECMP,,,,,,,422.0960000000009
CDF_Raw,,ECMP,,,,,,,422.19200000000166
CDF_Raw,,ECMP,,,,,,,422.22400000000096
CDF_Raw,,ECMP,,,,,,,422.3200000000017
CDF_Raw,,ECMP,,,,,,,422.3680000000017
CDF_Raw,,ECMP,,,,,,,422.4480000000017
CDF_Raw,,ECMP,,,,,,,422.4960000000017
CDF_Raw,,ECMP,,,,,,,422.5760000000017
CDF_Raw,,ECMP,,,,,,,422.62400000000173
CDF_Raw,,ECMP,,,,,,,422.7040000000017
CDF_Raw,,ECMP,,,,,,,422.7520000000017
CDF_Raw,,ECMP,,,,,,,422.83200000000176
CDF_Raw,,ECMP,,,,,,,422.8800000000017
CDF_Raw,,ECMP,,,,,,,422.96000000000174
CDF_Raw,,ECMP,,,,,,,423.00800000000174
CDF_Raw,,ECMP,,,,,,,423.0880000000017
CDF_Raw,,ECMP,,,,,,,423.13600000000173
CDF_Raw,,ECMP,,,,,,,423.21600000000177
CDF_Raw,,ECMP,,,,,,,423.2640000000018
CDF_Raw,,ECMP,,,,,,,423.34400000000176
CDF_Raw,,ECMP,,,,,,,423.39200000000176
CDF_Raw,,ECMP,,,,,,,423.4720000000018
CDF_Raw,,ECMP,,,,,,,423.5200000000018
CDF_Raw,,ECMP,,,,,,,423.6000000000018
CDF_Raw,,ECMP,,,,,,,423.6480000000018
CDF_Raw,,ECMP,,,,,,,423.72800000000177
CDF_Raw,,ECMP,,,,,,,423.7760000000018
CDF_Raw,,ECMP,,,,,,,423.9040000000018
CDF_Raw,,ECMP,,,,,,,424.0320000000018
CDF_Raw,,ECMP,,,,,,,424.16000000000184
CDF_Raw,,ECMP,,,,,,,424.24800000000124
CDF_Raw,,ECMP,,,,,,,424.28800000000183
CDF_Raw,,ECMP,,,,,,,424.3760000000013
CDF_Raw,,ECMP,,,,,,,424.50400000000127
CDF_Raw,,ECMP,,,,,,,424.63200000000126
CDF_Raw,,ECMP,,,,,,,424.7600000000013
CDF_Raw,,ECMP,,,,,,,424.8880000000013
CDF_Raw,,ECMP,,,,,,,425.0160000000013
CDF_Raw,,ECMP,,,,,,,425.1440000000013
CDF_Raw,,ECMP,,,,,,,425.864000000001
CDF_Raw,,ECMP,,,,,,,426.168000000001
CDF_Raw,,ECMP,,,,,,,426.29600000000096
CDF_Raw,,ECMP,,,,,,,426.3600000000013
CDF_Raw,,ECMP,,,,,,,426.424000000001
CDF_Raw,,ECMP,,,,,,,426.48800000000136
CDF_Raw,,ECMP,,,,,,,426.61600000000135
CDF_Raw,,ECMP,,,,,,,426.74400000000134
CDF_Raw,,ECMP,,,,,,,426.8720000000014
CDF_Raw,,ECMP,,,,,,,427.00000000000136
CDF_Raw,,ECMP,,,,,,,427.1280000000014
CDF_Raw,,ECMP,,,,,,,427.2560000000014
CDF_Raw,,ECMP,,,,,,,427.38400000000144
CDF_Raw,,ECMP,,,,,,,427.5120000000014
CDF_Raw,,ECMP,,,,,,,427.6400000000014
CDF_Raw,,ECMP,,,,,,,427.75200000000143
CDF_Raw,,ECMP,,,,,,,427.76800000000145
CDF_Raw,,ECMP,,,,,,,427.8000000000014
CDF_Raw,,ECMP,,,,,,,427.8800000000015
CDF_Raw,,ECMP,,,,,,,427.9280000000014
CDF_Raw,,ECMP,,,,,,,428.00800000000146
CDF_Raw,,ECMP,,,,,,,428.0560000000014
CDF_Raw,,ECMP,,,,,,,428.1360000000015
CDF_Raw,,ECMP,,,,,,,428.18400000000145
CDF_Raw,,ECMP,,,,,,,428.2640000000015
CDF_Raw,,ECMP,,,,,,,428.31200000000143
CDF_Raw,,ECMP,,,,,,,428.39200000000153
CDF_Raw,,ECMP,,,,,,,428.4400000000015
CDF_Raw,,ECMP,,,,,,,428.5200000000015
CDF_Raw,,ECMP,,,,,,,428.56800000000146
CDF_Raw,,ECMP,,,,,,,428.6480000000015
CDF_Raw,,ECMP,,,,,,,428.69600000000145
CDF_Raw,,ECMP,,,,,,,428.77600000000155
CDF_Raw,,ECMP,,,,,,,428.8240000000015
CDF_Raw,,ECMP,,,,,,,428.90400000000153
CDF_Raw,,ECMP,,,,,,,428.9520000000015
CDF_Raw,,ECMP,,,,,,,429.0320000000016
CDF_Raw,,ECMP,,,,,,,429.0800000000015
CDF_Raw,,ECMP,,,,,,,429.16000000000156
CDF_Raw,,ECMP,,,,,,,429.168000000001
CDF_Raw,,ECMP,,,,,,,429.28800000000155
CDF_Raw,,ECMP,,,,,,,429.296000000001
CDF_Raw,,ECMP,,,,,,,429.4160000000016
CDF_Raw,,ECMP,,,,,,,429.5440000000016
CDF_Raw,,ECMP,,,,,,,429.6720000000016
CDF_Raw,,ECMP,,,,,,,432.6480000000015
CDF_Raw,,ECMP,,,,,,,432.77600000000155
CDF_Raw,,ECMP,,,,,,,432.90400000000153
CDF_Raw,,ECMP,,,,,,,433.0320000000015
CDF_Raw,,ECMP,,,,,,,433.16000000000156
CDF_Raw,,ECMP,,,,,,,433.28800000000155
CDF_Raw,,ECMP,,,,,,,433.32800000000094
CDF_Raw,,ECMP,,,,,,,433.4160000000016
CDF_Raw,,ECMP,,,,,,,433.4560000000009
CDF_Raw,,ECMP,,,,,,,433.5440000000016
CDF_Raw,,ECMP,,,,,,,433.58400000000097
CDF_Raw,,ECMP,,,,,,,433.64000000000146
CDF_Raw,,ECMP,,,,,,,433.6720000000016
CDF_Raw,,ECMP,,,,,,,433.71200000000096
CDF_Raw,,ECMP,,,,,,,433.76800000000145
CDF_Raw,,ECMP,,,,,,,433.8000000000016
CDF_Raw,,ECMP,,,,,,,433.840000000001
CDF_Raw,,ECMP,,,,,,,433.8960000000015
CDF_Raw,,ECMP,,,,,,,433.968000000001
CDF_Raw,,ECMP,,,,,,,434.0240000000015
CDF_Raw,,ECMP,,,,,,,434.1520000000015
CDF_Raw,,ECMP,,,,,,,434.2800000000015
CDF_Raw,,ECMP,,,,,,,434.40800000000155
CDF_Raw,,ECMP,,,,,,,434.53600000000154
CDF_Raw,,ECMP,,,,,,,434.6640000000015
CDF_Raw,,ECMP,,,,,,,434.79200000000156
CDF_Raw,,ECMP,,,,,,,434.92000000000155
CDF_Raw,,ECMP,,,,,,,435.0480000000016
CDF_Raw,,ECMP,,,,,,,435.1760000000016
CDF_Raw,,ECMP,,,,,,,435.30400000000157
CDF_Raw,,ECMP,,,,,,,435.4320000000016
CDF_Raw,,ECMP,,,,,,,436.456000000001
CDF_Raw,,ECMP,,,,,,,436.4720000000014
CDF_Raw,,ECMP,,,,,,,436.58400000000097
CDF_Raw,,ECMP,,,,,,,436.6000000000014
CDF_Raw,,ECMP,,,,,,,436.712000000001
CDF_Raw,,ECMP,,,,,,,436.72800000000143
CDF_Raw,,ECMP,,,,,,,436.840000000001
CDF_Raw,,ECMP,,,,,,,436.8560000000014
CDF_Raw,,ECMP,,,,,,,436.9840000000014
CDF_Raw,,ECMP,,,,,,,437.096000000001
CDF_Raw,,ECMP,,,,,,,437.11200000000144
CDF_Raw,,ECMP,,,,,,,437.224000000001
CDF_Raw,,ECMP,,,,,,,437.24000000000143
CDF_Raw,,ECMP,,,,,,,437.35200000000106
CDF_Raw,,ECMP,,,,,,,437.7280000000012
CDF_Raw,,ECMP,,,,,,,437.85600000000125
CDF_Raw,,ECMP,,,,,,,441.3120000000015
CDF_Raw,,ECMP,,,,,,,441.4400000000015
CDF_Raw,,ECMP,,,,,,,441.5680000000015
CDF_Raw,,ECMP,,,,,,,441.6960000000015
CDF_Raw,,ECMP,,,,,,,441.82400000000155
CDF_Raw,,ECMP,,,,,,,441.95200000000153
CDF_Raw,,ECMP,,,,,,,442.0800000000015
CDF_Raw,,ECMP,,,,,,,442.1120000000015
CDF_Raw,,ECMP,,,,,,,443.1120000000018
CDF_Raw,,ECMP,,,,,,,443.2400000000018
CDF_Raw,,ECMP,,,,,,,443.85600000000125
CDF_Raw,,ECMP,,,,,,,443.9840000000013
CDF_Raw,,ECMP,,,,,,,444.1120000000013
CDF_Raw,,ECMP,,,,,,,444.2400000000013
CDF_Raw,,ECMP,,,,,,,444.3680000000013
CDF_Raw,,ECMP,,,,,,,444.4960000000013
CDF_Raw,,ECMP,,,,,,,444.62400000000133
CDF_Raw,,ECMP,,,,,,,444.7520000000013
CDF_Raw,,ECMP,,,,,,,444.88000000000136
CDF_Raw,,ECMP,,,,,,,445.00800000000135
CDF_Raw,,ECMP,,,,,,,446.3680000000018
CDF_Raw,,ECMP,,,,,,,446.49600000000186
CDF_Raw,,ECMP,,,,,,,446.8560000000013
CDF_Raw,,ECMP,,,,,,,446.9840000000013
CDF_Raw,,ECMP,,,,,,,447.1120000000013
CDF_Raw,,ECMP,,,,,,,447.2400000000013
CDF_Raw,,ECMP,,,,,,,448.1360000000014
CDF_Raw,,ECMP,,,,,,,448.2640000000014
CDF_Raw,,ECMP,,,,,,,448.3920000000014
CDF_Raw,,ECMP,,,,,,,448.5200000000014
CDF_Raw,,ECMP,,,,,,,449.6240000000019
CDF_Raw,,ECMP,,,,,,,450.1200000000012
CDF_Raw,,ECMP,,,,,,,458.09600000000114
CDF_Raw,,ECMP,,,,,,,458.2240000000012
CDF_Raw,,ECMP,,,,,,,458.35200000000117
CDF_Raw,,ECMP,,,,,,,458.3680000000019
CDF_Raw,,ECMP,,,,,,,458.48000000000116
CDF_Raw,,ECMP,,,,,,,458.4960000000019
CDF_Raw,,ECMP,,,,,,,458.6080000000012
CDF_Raw,,ECMP,,,,,,,458.62400000000196
CDF_Raw,,ECMP,,,,,,,458.7360000000012
CDF_Raw,,ECMP,,,,,,,458.75200000000194
CDF_Raw,,ECMP,,,,,,,458.8640000000012
CDF_Raw,,ECMP,,,,,,,458.8800000000019
CDF_Raw,,ECMP,,,,,,,458.98400000000134
CDF_Raw,,ECMP,,,,,,,458.9920000000012
CDF_Raw,,ECMP,,,,,,,459.00800000000197
CDF_Raw,,ECMP,,,,,,,459.12000000000126
CDF_Raw,,ECMP,,,,,,,459.13600000000196
CDF_Raw,,ECMP,,,,,,,459.24800000000124
CDF_Raw,,ECMP,,,,,,,459.3760000000012
CDF_Raw,,ECMP,,,,,,,459.50400000000127
CDF_Raw,,ECMP,,,,,,,459.63200000000126
CDF_Raw,,ECMP,,,,,,,459.7600000000013
CDF_Raw,,ECMP,,,,,,,459.8880000000013
CDF_Raw,,ECMP,,,,,,,459.9440000000018
CDF_Raw,,ECMP,,,,,,,460.01600000000127
CDF_Raw,,ECMP,,,,,,,460.0720000000018
CDF_Raw,,ECMP,,,,,,,460.2000000000018
CDF_Raw,,ECMP,,,,,,,460.3280000000018
CDF_Raw,,ECMP,,,,,,,462.3760000000015
CDF_Raw,,ECMP,,,,,,,462.50400000000155
CDF_Raw,,ECMP,,,,,,,462.5520000000012
CDF_Raw,,ECMP,,,,,,,462.63200000000154
CDF_Raw,,ECMP,,,,,,,462.6800000000012
CDF_Raw,,ECMP,,,,,,,462.7600000000016
CDF_Raw,,ECMP,,,,,,,462.80800000000124
CDF_Raw,,ECMP,,,,,,,462.88800000000157
CDF_Raw,,ECMP,,,,,,,462.93600000000123
CDF_Raw,,ECMP,,,,,,,463.0160000000016
CDF_Raw,,ECMP,,,,,,,463.0640000000013
CDF_Raw,,ECMP,,,,,,,463.1440000000016
CDF_Raw,,ECMP,,,,,,,463.2720000000016
CDF_Raw,,ECMP,,,,,,,463.4000000000016
CDF_Raw,,ECMP,,,,,,,463.4720000000016
CDF_Raw,,ECMP,,,,,,,463.5280000000016
CDF_Raw,,ECMP,,,,,,,463.65600000000165
CDF_Raw,,ECMP,,,,,,,463.78400000000164
CDF_Raw,,ECMP,,,,,,,463.89600000000166
CDF_Raw,,ECMP,,,,,,,464.0240000000017
CDF_Raw,,ECMP,,,,,,,464.9840000000014
CDF_Raw,,ECMP,,,,,,,465.1120000000014
CDF_Raw,,ECMP,,,,,,,465.24000000000143
CDF_Raw,,ECMP,,,,,,,466.60000000000156
CDF_Raw,,ECMP,,,,,,,467.2800000000022
CDF_Raw,,ECMP,,,,,,,467.40800000000223
CDF_Raw,,ECMP,,,,,,,467.5360000000022
CDF_Raw,,ECMP,,,,,,,467.66400000000226
CDF_Raw,,ECMP,,,,,,,467.79200000000225
CDF_Raw,,ECMP,,,,,,,467.92000000000223
CDF_Raw,,ECMP,,,,,,,468.0480000000023
CDF_Raw,,ECMP,,,,,,,468.17600000000226
CDF_Raw,,ECMP,,,,,,,468.3040000000023
CDF_Raw,,ECMP,,,,,,,468.4320000000023
CDF_Raw,,ECMP,,,,,,,468.5600000000023
CDF_Raw,,ECMP,,,,,,,468.6880000000023
CDF_Raw,,ECMP,,,,,,,468.8160000000023
CDF_Raw,,ECMP,,,,,,,468.94400000000235
CDF_Raw,,ECMP,,,,,,,469.07200000000233
CDF_Raw,,ECMP,,,,,,,469.2000000000024
CDF_Raw,,ECMP,,,,,,,469.2000000000024
CDF_Raw,,ECMP,,,,,,,469.32800000000236
CDF_Raw,,ECMP,,,,,,,469.45600000000235
CDF_Raw,,ECMP,,,,,,,469.5840000000024
CDF_Raw,,ECMP,,,,,,,469.7120000000024
CDF_Raw,,ECMP,,,,,,,469.7280000000016
CDF_Raw,,ECMP,,,,,,,469.8400000000024
CDF_Raw,,ECMP,,,,,,,469.85600000000164
CDF_Raw,,ECMP,,,,,,,469.9680000000024
CDF_Raw,,ECMP,,,,,,,469.98400000000163
CDF_Raw,,ECMP,,,,,,,470.064000000002
CDF_Raw,,ECMP,,,,,,,470.0960000000024
CDF_Raw,,ECMP,,,,,,,470.16000000000156
CDF_Raw,,ECMP,,,,,,,470.19200000000205
CDF_Raw,,ECMP,,,,,,,470.22400000000243
CDF_Raw,,ECMP,,,,,,,470.32000000000204
CDF_Raw,,ECMP,,,,,,,470.3520000000024
CDF_Raw,,ECMP,,,,,,,470.448000000002
CDF_Raw,,ECMP,,,,,,,470.48000000000246
CDF_Raw,,ECMP,,,,,,,470.57600000000207
CDF_Raw,,ECMP,,,,,,,470.60800000000245
CDF_Raw,,ECMP,,,,,,,470.70400000000205
CDF_Raw,,ECMP,,,,,,,470.7360000000025
CDF_Raw,,ECMP,,,,,,,470.8320000000021
